no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,z***8,"包装正宗,信任卢正浩的品牌。拿去送朋友，口感就说不出来了。 好",2015-2-10 11:07,1,0,0,0,0,0,0
1,木***儿,茶还没喝，过年送人的，但包装还不错，希望口味也很好，还会再来的！,2015-2-10 10:58,1,0,0,0,0,0,0
2,加***乐,一分价钱一分货吧！估计期盼过高了，,2015-2-10 10:14,0,1,1,0,0,0,2
3,寂***草,包装很好，还没有开始喝，等到时候来追评，客服小雨态度很好~,2015-2-9 17:36,1,0,0,1,0,0,0
4,嘴***哥,东西不错，包装精美。店家服务也挺好。,2015-2-9 17:29,1,1,0,1,0,0,0
5,w***3,东西一如既往的实在，在卢正浩家买茶叶，有几年了，实在的生意人。,2015-2-9 16:19,0,1,0,0,0,0,0
6,高***凡,一般般，礼盒太小了，拿出去送人一般，不怎么么大气，更不知道茶怎么样,2015-2-9 13:59,1,0,0,0,0,0,0
7,宝***黄,别人推荐来买的，确实不错。性价比很高。茶叶其实是个无法标准量化的产品，只要自己觉得好就可以了。,2015-2-9 13:48,0,1,1,0,0,0,0
8,情***3,宝贝收到了，很满意,2015-2-9 12:26,0,0,0,0,0,0,0
9,j***6,只能说一般般,2015-2-9 10:43,0,0,0,0,0,0,2
10,d***g,包装很好，服务很用心，茶叶真不咋滴。,2015-2-9 7:16,1,1,0,1,0,0,1
11,宝***恢,多次来买了，还是一如既往的好，虽然还没喝，但从包装的用心及快递的选择上就能体现出卖家的水平，好评是肯定的！,2015-2-9 5:18,1,0,0,0,0,0,0
12,e***1,不错，味道可以，物有所值,2015-2-8 21:11,0,1,1,0,0,0,0
13,旭***煌,味道很好,2015-2-8 20:28,0,1,0,0,0,0,0
14,y***n,说实话，买了这么多次，这是最差的一次，泡出来都是茶梗，图片上是两种，浅色包装的买过还可以，发过来是深色包装的，打开了没法退了，只能这样了。顺丰还是很给力的，次日到达！,2015-2-8 16:34,0,1,0,0,1,0,1
15,a***0,画斛黄花寒更好，很好很好,2015-2-8 11:05,0,0,0,0,0,0,0
16,水***中,还送了杯子和小包装龙井  以后会常买,2015-2-8 9:58,1,0,0,0,0,0,0
17,魏***风,包装完整，送礼有面，卢正浩多次光顾，满意。顺风快递不是盖的，开心?,2015-2-7 12:47,1,0,0,0,1,0,0
18,b***1,东西不错 快递很快,2015-2-6 17:02,0,1,0,0,1,0,0
19,贝***2,好评 好评,2015-2-2 18:12,0,0,0,0,0,0,0
