no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,a***n,一直从卢正浩买茶叶，好喝价位也不贵，送礼也很上档次，下次还会关顾的，物流也很快，绝对好评 服务态度很好，特别客服小雨，百问不厌,2015-2-5 17:12,0,1,1,1,1,0,0
1,陨***涯,买几次了，茶叶不错！,2015-2-3 20:37,0,1,0,0,0,0,0
2,b***b,盒子很喜欢！茶叶也很好,2015-1-20 12:06,1,1,0,0,0,0,0
3,x***8,好，味道还是很不错的,2014-12-1 17:24,0,0,0,0,0,0,0
4,a***9,不错,2014-11-28 14:20,0,0,0,0,0,0,0
5,农***比,第二次买，茶不错。小包的旅行时很方便。,2014-11-24 11:45,0,0,0,0,0,1,0
6,s***7,好,2014-11-19 1:44,0,0,0,0,0,0,0
7,l***1,一年中最给力的活动，价格便宜的夸张，还送了一条丝巾，很漂亮。,2014-11-18 17:15,1,0,1,0,0,0,0
8,一***6,很好的礼品，包装很美观。  发货速度挺快，全五分。,2014-10-28 9:43,1,0,0,0,1,0,0
9,g***o,茶叶是喝过以后才来评价的，好茶叶，喝着口感不错，回甘持久。下次还会再来。,2014-10-20 14:57,0,1,0,0,0,0,0
10,j***r,品尝了同事的觉得不错，他就推荐我在这里买了。因为自己喝的，刚到寄迫不及待的打开了，包装挺好的，就算送人也不失面子。看到别人写的有礼品，亲，我的没有啊。呵呵，好评！,2014-10-3 10:28,1,0,0,0,0,0,1
11,w***7,老顾客了，马上升级至尊VIP了，不用多说了吧，买了这么多次就是最好的证明了！一如既往的好！每次都会买一堆自己喝、送家人、送朋友。,2014-9-10 21:47,0,1,0,0,0,0,0
12,g***0,物超所值，绝对放心店铺,2014-9-9 10:33,0,1,1,0,0,0,0
13,w***1,满意，品质不错，发货快，活动好，赠品品质也很好，包装没的说，足够的购物袋也满足仲秋需求，全5分满意 服务周到，每年都有活动,2014-9-7 20:49,0,1,0,1,1,1,0
14,z***1,茶叶有点碎，品质还可以，再加点干桂花，桂花龙井味道不错,2014-9-7 9:37,0,1,0,0,0,0,1
15,成***持,很好很好,2014-9-6 16:27,0,0,0,0,0,0,0
16,顶***克,8.28活动很给力，这次是赚到了，买一送一，还送了礼品。家2系列袋泡茶自己在办公室喝喝是可以的,2014-9-3 16:58,1,0,1,0,0,0,0
17,无***9,一般 一般,2014-9-3 14:39,0,0,0,0,0,0,0
18,a***k,性价比还行,2014-8-5 22:15,0,0,1,0,0,0,0
19,y***c,包装的很好，都有礼品代送，品质很好，没喝，送人面子有啦。,2014-8-2 21:10,1,1,0,0,0,0,0
20,j***0,包装不错,2015-6-29 15:14,1,0,0,0,0,0,0
21,s***9,非常失望，龙井这个品牌将被毁掉了。,2015-6-14 10:17,0,0,0,0,0,0,1
22,欢***7,不好意思，由于出差确认晚了。还没有开盒，但我想茶叶一定不错的（根据以往购买经验），发货非常快，包装精致。,2015-6-11 16:06,1,0,0,0,1,0,0
23,郭***0,有档次的包装，送人太棒了，精美 很棒的服务,2015-6-3 17:31,1,0,0,1,0,0,0
24,v***7,包装精美，送人很不错。,2015-5-25 22:19,1,0,0,0,0,0,0
25,s***y,老公很喜欢,2015-5-14 16:24,0,0,0,0,0,0,0
26,华***子,多年的老客户了，一直喜欢卢正浩！,2015-5-1 0:02,0,0,0,0,0,0,0
27,t***2,味道蛮好的！好喝！,2015-4-28 23:43,0,1,0,0,0,0,0
28,5***l,茶叶买来送人的，反应质量不错，给个赞,2015-4-27 10:04,0,1,0,0,0,0,0
29,梦***洋,已经买了好多盒了，真的超棒！,2015-4-21 11:55,0,1,0,0,0,0,0
30,杨***4,还不错，就有点小插曲，少发了好几盒。不过很快就补发出来了，物流快。店家还不错。,2015-4-20 17:30,0,0,0,1,1,0,0
31,x***1,口感不错、就是碎的比较多,2015-4-19 17:42,0,1,0,0,0,0,1
32,z***z,挺好,2015-4-19 17:33,0,0,0,0,0,0,0
