no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,z***5,送礼的好选择,2015-7-24 7:25,0,0,0,0,0,0,0
1,z***5,非常不错，客服服务也非常好。,2015-7-23 21:17,0,0,0,1,0,0,0
2,z***5,非常不错，包装大气有档次。,2015-7-23 17:21,1,0,0,0,0,0,0
3,豆***哥,送人的！自己没喝！包装很好,2015-7-16 22:12,1,0,0,0,0,0,0
4,翎***o,东西不错。就是封条都是破开了的,2015-7-14 14:35,1,1,0,0,0,0,1
5,成***辣,送人的  包装精美  希望会喜欢,2015-7-11 15:45,1,0,0,0,0,0,0
6,q***2,送礼可以，服務也好。值得下次購物,2015-7-10 9:30,0,0,0,1,0,0,0
7,y***2,老顾客了，一如既往的好！,2015-7-4 23:50,0,0,0,0,0,0,0
8,1***零,谢谢你们！,2015-6-30 17:24,0,0,0,0,0,0,0
9,夏***园,包装不错，送朋友的，好评。,2015-6-30 14:19,1,0,0,0,0,0,0
10,柳***0,挺好，包装有档次,2015-6-30 13:34,1,0,0,0,0,0,0
11,a***3,拖了两天才发货，本来一夜能到的，发货后物流无音讯三四天，真无语了，准备端午前送礼用的，拖了那么多天害得我节后送礼，尴尬死了。买了三百多茶叶，连个顺丰都舍不得发，服了。,2015-6-28 12:13,0,0,0,1,0,0,1
12,虎***2,买了很多，也不是第一次买。这个品牌是值得信赖的。好评,2015-6-26 12:33,0,0,0,0,0,1,0
13,金***伊,帮侄女买的,2015-6-23 16:58,0,0,0,0,0,0,2
14,香***3,茶叶很好，性价比很高，气味芬芳浓郁，是正品，值得购买，好评！,2015-6-23 13:45,0,1,1,0,0,1,0
15,孟***6,茶叶很好就不用说了。 送货快，惊喜。,2015-6-20 14:00,1,0,0,0,1,0,0
16,c***6,不错，很快,2015-6-18 9:10,0,0,0,0,1,0,0
17,帅***错,不错，送人的，礼盒装很好，茶就不说了，必须赞。,2015-6-12 19:32,1,1,0,0,0,0,0
18,韩***n,包装挺好的 送人的 不知道口感,2015-6-12 11:08,1,0,0,0,0,0,0
19,l***1,货品很好，包装不错。促销优惠力度很大啊，值得推荐推荐。。。。,2015-6-9 21:21,1,1,1,0,0,0,0
20,s***e,送人的，没喝，不知道怎么样，但是传统纸包D包的喝了，感觉一般。而且这次陆号礼盒装的茶叶太坑爹，居然茶叶盒子外面是纸贴上去的，还有很多气泡没贴好，贴的平安保险承保的圆形标签也有很多自己开了，送人太掉价了！想自毁生意吗？还不如超市买一百多的礼盒送人。,2015-11-19 8:01,1,0,0,0,0,0,1
21,火***心,包装很不错，这种物流条件下里面完好无损，好评,2015-11-17 16:42,1,0,0,0,1,0,0
22,y***1,茶叶很好，小梅服务也好?,2015-11-16 20:54,0,1,0,1,0,0,0
23,绿***龟,茶叶不错，就是铁盒外面居然是贴纸，有点掉价。,2015-11-15 20:17,1,1,0,0,0,0,1
24,c***d,null,2015-11-14 17:26,0,0,0,0,0,0,0
25,j***8,不错,2015-11-13 20:08,0,0,0,0,0,0,0
26,y***o,完美,2015-11-13 19:27,0,0,0,0,0,0,0
27,a***1,买来送人的，包装挺好看，很高大上的赶脚,2015-10-16 23:05,1,0,0,0,0,0,0
28,猫***铺,,2015-10-9 14:43,0,0,0,0,0,0,0
29,d***m,非常好，多次购买了。,2015-10-4 16:11,0,1,1,0,0,0,0
30,清***9,茶叶很好，性价比很高，气味芬芳浓郁。不错！,2015-9-30 15:09,0,1,1,0,0,0,0
31,清***9,茶叶很好，性价比很高，气味芬芳浓，值得购买，好评！,2015-9-24 13:53,0,1,0,0,0,0,0
32,w***8,茶不错，味道不错,2015-9-24 9:04,0,0,0,0,0,0,0
33,x***8,外包装很好，但产品内包装不是铁盒外直接印制图案，而是外贴了一层包装纸，且不平整，如想以此送礼，慎重！,2015-9-22 22:06,1,0,0,0,0,0,1
34,t***1,挺好的茶叶，送给朋友的，他非常喜欢,2015-9-19 17:29,0,1,0,0,0,0,0
35,t***2,送人的，一直用他家的茶，应该不错相信店里品质。也感谢幕青，服务态度很好。继续努力。,2015-9-17 17:34,0,1,0,1,0,0,0
36,w***4,不错,2015-9-8 21:10,0,0,0,0,0,0,0
37,f***7,不错,2015-9-1 10:04,0,0,0,0,0,0,0
38,h***8,很好，谢谢店家的礼物?,2015-7-28 21:06,1,0,0,0,0,0,0
39,z***5,非常满意，客服也很热情,2015-7-27 13:28,0,0,0,1,0,0,0
40,l***0,买来送人的，外包装不错，有档次， 不方便拆开里面的。送了再说吧，如果反响好，以后再买。,2016-7-13 12:49,1,0,0,0,0,0,0
41,甜***技,品相没以前好，不耐泡，是不是销量大了顾不上品质了,2016-6-27 20:43,0,1,0,0,0,1,1
42,派***吧,帮我解决了我的需要 客服态度不错,2016-6-16 9:52,0,0,0,1,0,0,0
43,y***l,口感清新，价格适中，送人体面。,2016-6-14 21:15,1,1,1,0,0,0,0
44,s***师,综合评价一般，茶叶品起来不算很好，中规中矩,2016-5-4 10:32,0,1,0,0,0,0,2
45,东***1,包装很一般，不知道为什么包装盒的字被刮了，两个都是,2016-4-16 7:48,1,0,0,0,0,0,1
46,w***2,东西很不错，很好的东西，送人的，很有档次！？！？,2016-3-7 18:44,1,1,0,0,0,0,0
47,z***1,好，老板很贴心，送的茶叶也很好。,2016-2-16 20:44,1,0,0,1,0,0,0
48,y***u,在家带孩子忘记了,2016-2-7 13:48,0,0,0,0,0,0,2
49,l***i,这个品牌，还能用问题？,2016-2-5 11:46,0,0,0,0,0,1,0
50,c***王,包装很好，无破损，很满意,2016-2-3 8:58,1,0,0,0,0,0,0
51,往***虹,还不错啦就是没有赠品,2016-2-2 15:14,0,0,0,0,0,1,1
52,杨***6,看起来不错，春节用来送人的,2016-2-2 8:08,1,0,0,0,0,0,0
53,去***0,,2016-1-30 15:01,0,0,0,0,0,0,0
54,活***妞,还没开渴 有问题追评  贡羽服务不错哦  有问题积极解答,2016-1-29 17:15,0,0,0,1,0,1,0
55,s***5,,2016-1-13 18:19,0,0,0,0,0,0,0
56,张***9,茶叶品质很好，包装大气，谢谢客服旗灵耐心服务！,2016-1-7 11:00,1,0,0,1,0,0,0
57,繁***寂,一如既往的好,2015-12-18 8:37,0,0,0,0,0,0,0
58,吴***5,很正，帮公司购买,2015-12-2 20:19,0,0,0,0,0,0,0
59,吴***5,很正，帮公司购买,2015-12-2 20:18,0,0,0,0,0,0,0
