no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,i***w,还没喝 后面补 必须说这次购茶给了我很大惊喜！ 就是你们了。,2016-4-19 22:39,0,0,0,0,0,1,0
1,l***e,老客户了，不想再有过多的评价了。,2016-4-19 21:11,0,0,0,0,0,1,0
2,l***5,发货速度快，物流也给力。打开纸包就有浓郁的茶香，这次的茶比上回的精品特级茶叶耐泡，而且味道浓郁，豆香明显。美中不足的就是碎茶比上次多好多，可能也是因为纸包装抗外力作用小的缘故吧。 小卢和贡羽很有耐心，这回介绍的茶叶很不错，有问必答，非常好,2016-4-19 15:15,0,1,0,1,1,0,1
3,一***r,还没喝，喝完再评价,2016-4-19 11:32,0,0,0,0,0,0,2
4,致***9,喝着西湖龙井，感觉就是不一样，这款B包喝着真好，我再买E包尝尝，正好聚划算 快递哥给力,2016-4-18 22:09,0,1,1,0,1,0,0
5,飞***蔓,非常好非常好，因为要的比较急，贡羽非常热心的帮忙加急了，当天就发货了，非常感谢！不巧的是物流出了点问题分错了点，小卢，小虎，慕轻积极的帮我查件，催件，终于在今天顺利收货，太感谢了！茶叶非常好，送人有小纸袋，朴素的感觉，喜欢！,2016-4-17 15:42,0,1,0,1,1,1,1
6,红***k,又有得喝了，还有礼物，很好，一直在买。,2016-4-16 15:24,0,0,0,0,0,1,0
7,江***1,龙井很纯正，味道很好，一次很值的购物！ 服务很到位，物流很快服务周到！,2016-4-15 15:00,0,1,0,1,1,0,0
8,f***5,还会再来,2016-4-15 9:23,0,0,0,0,0,0,0
9,t***2,老客户了，一直都在你家买，希望下次能送些东西更好了。,2016-4-14 15:59,0,0,0,0,0,1,1
10,l***3,茶叶还没喝，相信和卖家说的一样，喝了再追评吧,2016-4-13 16:14,0,0,0,0,0,0,0
11,f***9,一如既往的好,2016-4-13 15:58,0,0,0,0,0,0,0
12,t***g,客服服务态度非常好，茶不说了，上图,2016-4-13 14:28,0,0,0,1,0,0,0
13,t***8,满意，连续第二年买他家茶叶。,2016-4-12 21:31,0,0,0,0,0,0,0
14,何***9,感觉里面的叶型没原来好看 物流太慢,2016-4-12 8:07,0,1,0,0,1,0,1
15,s***6,买的16年春茶，目的囤货。价格会员价295元，毕竟春茶头采，二采居多，香气更好。 满足送赠品条件,2016-4-11 19:23,0,1,0,0,0,0,0
16,l***b,茶叶很好,2016-4-11 18:30,0,1,0,0,1,0,0
17,a***0,不错的，按时收到，茶叶片均匀，味道不错,2016-4-11 17:59,0,0,0,0,0,0,0
18,偷***鱼,卢正浩的茶叶都挺不错。这款我专门选雨前的，豆香，回甘，都不错，不过，明年应该会选更好的～,2016-4-11 12:27,0,1,0,0,0,0,0
19,无***玉,,2016-4-11 10:19,0,0,0,0,0,0,0
20,t***4,茶梗太多,2016-5-9 10:05,0,1,0,0,0,0,1
21,长***客,好好好，是正品，送人不错,2016-5-7 21:04,0,0,0,0,0,1,0
22,我***比,送人的，暂时没喝，包装都不错，信任这个牌子,2016-5-6 12:33,1,0,0,0,0,1,0
23,大***7,每年都会买的，迫不及待品尝一下，?,2016-5-5 14:23,0,0,0,0,0,0,0
24,a***0,没拆，送人了,2016-5-5 14:00,0,0,0,0,0,0,2
25,l***3,无需多说，我是老顾客了，品质一贯的好,2016-5-4 10:43,0,1,0,0,0,0,0
26,t***6,只能说一般,2016-5-2 12:10,0,0,0,0,0,0,2
27,w***n,非常好的店铺，茶叶正宗价格公道,2016-5-2 12:10,0,1,1,0,0,0,0
28,i***k,还没尝试，但和产品描述一样。,2016-5-1 22:03,0,1,0,0,0,0,0
29,m***0,还没有喝，但是包装什么的真是好的没话说。赠品的品质也非常好。,2016-4-27 22:03,1,0,0,0,0,1,0
30,j***b,帮老爸买的，还没拆封。。。,2016-4-27 12:58,0,0,0,0,0,0,2
31,中***7,老爸评价：没有西湖龙井特有的味道，第一道还行，第二泡就没味了，不是种茶区的土壤不行，就是茶树太老。,2016-4-26 10:35,0,1,0,0,0,0,1
32,o***7,好喝！喝完再来！,2016-4-25 10:35,0,1,0,0,0,0,0
33,东***徒,多次买，好！,2016-4-25 10:16,0,0,0,0,0,1,0
34,f***e,还不错，老在这里买,2016-4-24 22:37,0,0,0,0,0,1,0
35,冰***7,,2016-4-22 17:40,0,0,0,0,0,0,0
36,米***7,新茶陆陆续续都已收到，老公也已经开始品尝了，每年都来，相信卢正浩的品质，,2016-4-21 16:34,0,1,0,0,0,0,0
37,t***1,发货算及时的。之前买了125克145元的罐子，感觉还行。希望这个能比那个好,2016-4-20 16:25,0,0,0,1,0,0,0
38,h***9,口感不错的。,2016-4-20 10:00,0,1,0,0,0,0,0
39,风***燕,包装的挺不错的，还有夹子夹着，是龙井特有的味道，不错！,2016-4-19 23:32,1,1,0,0,0,0,0
40,快***3,这是一款非常好的茶叶，物美价廉，包裹也很好，快递师傅上楼，非常棒。,2016-7-10 17:13,1,1,1,0,1,0,0
41,曹***1,不错，给老丈人买的。客服小梅态度非常好，愉快的购物,2016-7-1 10:20,0,0,0,1,0,0,0
42,欢***网,,2016-6-28 20:10,0,0,0,0,0,0,0
43,五***界,很不错 喜欢 很好,2016-6-28 14:38,0,0,0,0,0,0,0
44,拉***4,还可以、,2016-6-19 12:44,0,0,0,0,0,0,0
45,鞑***1,已经是多次购买了，买来送爸爸，当作父亲节的礼物。6月6活动买的，现在已经涨钱了，买到就赚到了。,2016-6-13 15:01,0,0,1,0,0,0,0
46,高***让,可以的  是雨前的好茶叶  可以经俩泡的,2016-6-9 22:52,0,1,0,0,0,1,0
47,d***8,茶叶收到泡了一杯，香味茶味还不错，就是茶不成形，单片的碎叶和茶梗比较多,2016-6-5 15:21,0,1,0,0,0,0,1
48,l***4,挺好的，如果追求口味的朋友一定要买更好品质的。,2016-6-4 6:59,0,1,0,0,0,0,1
49,l***l,以前一直买的狮峰牌的明前特级，第一次买卢正浩，因为等级关系，茶形肯定没有狮峰的好，香气还是有的，比较耐泡，四泡还是没问题的，当日常口粮茶够了,2016-5-31 13:35,0,1,0,0,0,1,1
50,z***9,挺好的 下次还来购买 好,2016-5-30 16:32,0,0,0,0,0,0,0
51,l***0,买过好多次，可以,2016-5-25 14:22,0,0,0,0,0,0,0
