no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,q***1,开始的时候问客服说活动的时候可以买2个不客服说不可以我是想活动买一个第2天在买一个这不就2个了吗结果第2天在买客服说不给减钱要一起拍才可以有活动那你为什么前一天告诉我活动一个ID只可以买一份啊你就说买2个也可以就得了呗有病的客服,2016-4-11 21:01,0,0,0,1,0,0,1
1,雨***8,宝贝已经收到了，蛮好的，很清香。,2016-4-11 20:55,0,1,0,0,0,0,0
2,y***0,喝着不错，第二次从这买了，满意,2016-4-11 20:50,0,1,0,0,0,0,0
3,镜***7,感觉不错，好喝以后都在这里买,2016-4-11 20:18,0,1,0,0,0,0,0
4,周***昭,老顾客了，这包是给家里买的，虽然没尝到，我相信一如既往的好,2016-4-11 20:15,0,0,0,0,0,1,0
5,l***n,赶上活动价 好,2016-4-11 20:13,0,0,1,0,0,0,0
6,t***a,宝贝不错，新茶叶味道很好，老人很喜欢，包装也很精致，好评！ 物流挺快的，好评！,2016-4-11 20:09,1,1,0,0,1,0,0
7,半***1,茶叶还是挺好喝的。,2016-4-11 19:59,0,1,0,0,0,0,0
8,多***5,茶叶感觉不错,2016-4-11 19:46,0,1,0,0,0,0,0
9,冷***月,茶好喝 送了夹子,2016-4-11 19:44,0,1,0,0,0,1,0
10,b***h,还没喝，但买过好多次了，相信一定好喝,2016-4-11 19:42,0,0,0,0,0,1,0
11,y***蚁,做活动买的，价格便宜，真心对的起这个价格。。。。是新茶。。。以前都买西湖牌的，从去年开始大多数都是卢正浩的了。。。。,2016-4-11 19:38,0,0,1,0,0,1,0
12,新***馆,好茶，绝对新茶，一直购买,2016-4-11 19:28,0,1,0,0,0,1,0
13,s***2,一股新茶的清香，味道非常好。,2016-4-11 19:28,0,1,0,0,0,0,0
14,阿***8,买给家人喝的，爷爷泡了一壶，闻着很香。观茶型也确实是雨前中的精品，够嫩。可是因为前一次聚划算活动中08秒付款也没在前两百名，这一次就没心思弄了，结果30秒内付款都在一百名内，感觉被坑得惨惨的。一开始这样公平公正公开不就好了嘛。不过这两次聚划算价钱方面都很划算。,2016-4-11 19:18,0,1,0,0,0,1,1
15,麦***诚,前100名买一送一，好划算阿，看了名单，第98名，运气不错。店家的茶叶非常好，清香，去年也买过,2016-4-11 19:16,0,1,0,0,0,1,0
16,d***0,这个价钱，还行吧，，好评,2016-4-11 19:13,0,0,1,0,0,0,0
17,l***s,品质好，香甜，鲜嫩。 物流快,2016-4-11 19:06,0,1,0,0,1,0,0
18,兴***2,媳妇家人说挺实诚的,2016-4-11 19:05,0,0,0,0,0,1,0
