no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,睢***莉,还行，一直喝他家的茶，比较信赖,2015-6-11 12:36,0,0,0,0,0,1,0
1,a***0,"茶叶一般，不是西湖产区的，雨前茶叶含量1%不到，基本上都是陈茶，烂叶子茶梗特别多,大家谨慎购买",2015-6-11 12:31,0,1,0,0,0,0,1
2,l***z,茶叶一般，嫩芽不多，杆子长，叶片不够匀净，颜色也偏深。相对于这个价格嘛，也就这样了。随便喝喝，还是实惠的。,2015-6-11 11:57,0,1,1,0,0,0,1
3,t***7,发货速度快，茶叶清香，还送了防潮的夹子,2015-6-11 11:43,0,1,0,1,0,1,0
4,g***d,物流很快，茶叶很好,2015-6-11 5:54,0,1,0,0,1,0,0
5,石***哦,好好好好好好好好好好好好好好好好好好好好好好好好好好,2015-6-10 23:31,0,0,0,0,0,0,0
6,绝***云,包装的一如既往，很有特色，茶叶还没喝，看起来还可以的样子！老实说，比在杭州本地茶农那边直接买都划算。 很好，发货很快。,2015-6-10 12:39,1,1,0,1,0,0,0
7,t***6,发货很快。但感觉比朋友在实体店买的味道淡些。,2015-6-9 15:12,0,1,0,1,0,0,1
8,南***3,已是第二次购买了,2015-6-8 18:20,0,0,0,0,0,0,0
9,李***f,还可以,2015-6-8 12:04,0,0,0,0,0,0,0
10,n***d,回头客,2015-6-4 11:15,0,0,0,0,0,0,0
11,h***0,货真价实,2015-5-30 10:42,0,1,1,0,0,0,0
12,1***a,,2015-5-30 10:33,0,0,0,0,0,0,0
13,b***d,办公室口粮而已,2015-5-30 8:31,0,0,0,0,0,0,1
14,小***3,茶叶味道不错，质量也很好。,2015-5-27 23:25,0,1,0,0,0,0,0
15,唱***猪,不错！,2015-5-26 20:05,0,0,0,0,0,0,0
16,l***3,还行,2015-5-26 16:28,0,0,0,0,0,0,0
17,c***0,去年买过，今年再次购买。,2015-5-26 9:59,0,0,0,0,0,0,0
18,雨***5,帮别人买的，回复很好,2015-5-25 10:09,0,0,0,0,0,1,0
19,东***徒,一直喝这儿的春茶。这次还没泡，信任，应该没问题。,2015-5-18 18:38,0,0,0,0,0,0,0
20,1***2,很好的茶叶，买过几次了，一如即往，值得信任。,2015-6-24 10:53,0,1,0,0,0,0,0
21,快***0,茶叶不错，就是杆子确实多了点,2015-6-24 9:25,0,1,0,0,0,0,1
22,德***8,一直在买这家茶，味道一如从前。值得下手购买！,2015-6-24 9:10,0,1,0,0,0,0,0
23,向***力,口感很一般，不过，凑合吧，可能是不适合我的口感,2015-6-23 21:34,0,1,0,0,0,0,1
24,y***4,差评。茶叶还没喝。不知道怎么样 但是物流太次了 本来父亲节那天能到的 给爸爸的父亲节礼物 结果给我发错地方了 真是生气 惊喜没了,2015-6-23 20:25,0,1,0,0,1,0,1
25,l***p,茶叶还不错是新茶，茶形也看得过去，香气比较重，值得购买，就是这茶叶水分也太大了吧，搞活动和平时价格差距太大了，没活动时候还让人买吗,2015-6-23 19:49,0,1,1,0,0,0,1
26,c***n,听家里人说挺好的，我让家里人发个泡好茶的图片。结果发过来就只有干茶叶的图。 好,2015-6-23 19:47,0,1,0,0,0,0,1
27,z***z,价格实惠，品质好。,2015-6-23 13:31,0,1,1,0,0,0,0
28,w***n,不错不错，一直支持,2015-6-23 12:49,0,0,0,0,0,0,0
29,衣***元,茶叶很香。品质好。包装有特色。价格也实惠。好评。,2015-6-23 11:12,1,1,1,0,0,0,0
30,l***o,每年都要买，他家的龙井茶不错，物有所值，赶上活动更超值。,2015-6-22 13:03,0,0,1,1,0,0,0
31,大***1,还好吧！,2015-6-21 16:04,0,0,0,0,0,0,0
32,陈***5,茶叶味道不错。,2015-6-17 23:25,0,1,0,0,0,0,0
33,f***9,买了很多次，很好,2015-6-16 19:09,0,0,0,0,0,0,0
34,b***7,好茶?,2015-6-16 15:28,0,0,0,0,0,0,2
35,h***b,第几次买我也不清楚了，茶好，服务也好，搞活动的时候价格超值。5分。 服务一直很好，5分。,2015-6-14 17:30,0,1,1,1,0,0,0
36,h***4,茶味很正，有回甘,2015-6-12 16:11,0,1,0,0,0,0,0
37,若***0,"值这个价,物流飞快,好评",2015-6-12 14:07,0,1,0,0,1,0,0
38,s***9,很实惠 品质也很好 喝起来清香甘甜,2015-6-11 20:25,0,1,1,0,0,0,0
39,喜***茶,东西很好，卖家发货超快，酷！五分好评,2015-6-11 14:04,0,1,0,1,0,0,0
40,白***人,茶叶非常好！一直都有购买！希望价格优惠多多啊！ 好，不错！,2015-6-29 16:55,0,1,1,0,0,0,1
41,d***a,不错,2015-6-29 14:38,0,0,0,0,0,0,0
42,x***o,老公说是好茶！,2015-6-29 14:13,0,1,0,0,0,0,0
43,t***0,发货慢，茶叶感觉还好，,2015-6-29 11:34,0,1,0,1,0,0,1
44,g***1,挺好的，好喝，十分满意的一次购物,2015-6-27 14:36,0,1,0,0,0,0,0
45,8***a,发货慢哦,2015-6-27 10:22,0,0,0,1,0,0,1
46,菲***0,好,2015-6-26 21:50,0,0,0,0,0,0,0
47,w***4,好,2015-6-26 21:18,0,0,0,0,0,0,0
48,虎***2,好评。,2015-6-26 12:33,0,0,0,0,0,0,0
49,虎***2,好评,2015-6-26 12:33,0,0,0,0,0,0,0
