no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,c***宝,没想到会这么快就收到了，还没尝，应该不错，好评,2015-11-17 14:25,0,0,0,1,1,0,0
1,大***a,茶叶很好，每年都买。,2015-11-17 14:19,0,1,0,0,0,0,0
2,a***5,双十一购买，茶叶品质不错，物美价廉，味道好。,2015-11-17 14:00,0,1,1,0,0,1,0
3,樱***8,双11囤货，老客人了，茶不错,2015-11-17 13:47,0,1,0,0,0,1,0
4,智***1,满意，包装好，服务好.味道好,2015-11-17 13:37,1,1,0,1,0,0,0
5,乱***8,,2015-11-17 13:34,0,0,0,0,0,0,0
6,西***士,"茶汤颜色很正,闻着很香,多次购买了,好茶。 发货及时，物流很快。",2015-11-17 13:21,0,1,0,1,1,0,0
7,甜***技,茶杯好小额！,2015-11-17 13:07,0,0,0,0,0,1,1
8,d***8,很好喝。已是第五次购买,2015-11-17 13:03,0,1,0,0,0,0,0
9,t***5,第一次买，泡着喝了点，很满意！,2015-11-17 12:49,0,1,0,0,0,0,0
10,龙***8,老顾客了，已经多次购买了，还是很好哦。,2015-11-17 12:40,0,0,0,0,0,0,0
11,t***0,宝贝很好，爸爸很喜欢，第二次来了哦,2015-11-17 12:27,0,1,0,0,0,0,0
12,t***0,龙井茶 好茶呀！ 双十一买的 超值,2015-11-17 12:21,0,1,1,0,0,1,0
13,b***6,,2015-11-17 12:05,0,0,0,0,0,0,0
14,7***7,很好,2015-11-17 12:04,0,0,0,0,0,0,0
15,戈***想,双十一买的，碎的特别多，略涩，总的来说还可以吧,2015-11-17 11:46,0,1,0,0,0,1,1
16,t***9,送人了，不知道怎么样,2015-11-17 11:39,0,0,0,0,0,0,2
17,c***a,还合口味。,2015-11-17 11:39,0,1,0,0,0,0,0
18,水***1,茶叶味道可以，茶形不好，太碎，梗多。没有想象期待值的那么高。全當口粮可以。,2015-11-17 11:36,0,1,0,0,0,0,1
19,s***1,气味清香 口感绵醇 ?满意,2015-11-17 11:32,0,1,0,0,0,0,0
20,王***6,宝贝很好，物超所值，喝完后会再来的,2015-11-17 18:43,0,1,1,0,0,0,0
21,p***w,一如既往的好,2015-11-17 18:36,0,0,0,0,0,0,0
22,抹***a,老顾客，年年买，卢正浩确实不错！,2015-11-17 18:12,0,0,0,0,0,1,0
23,c***3,还没喝，看着不错,2015-11-17 18:10,0,0,0,0,0,0,2
24,s***e,老客户了，很好的茶叶。,2015-11-17 17:56,0,1,0,0,0,0,0
25,我***学,双11价格给力，买了2包摊下来84元一包，喝完再来。,2015-11-17 17:39,0,0,1,0,0,1,0
26,x***n,双十一购买，太划算了。比98的强多了，不错很满意,2015-11-17 17:32,0,0,1,0,0,1,0
27,x***n,双十一购买，太划算了。比108的强多了，不错很满意,2015-11-17 17:31,0,0,1,0,0,1,0
28,x***7,还没用，看上去还可以。,2015-11-17 17:27,0,0,0,0,0,0,2
29,土***校,还没喝 先给5分,2015-11-17 17:16,0,0,0,0,0,0,2
30,f***0,茶叶一如既往的好，包装也非常好，新茶下来的时候已经买过了，以后还会再来的,2015-11-17 17:13,1,1,0,0,0,0,0
31,g***9,,2015-11-17 16:45,0,0,0,0,0,0,0
32,段***啦,老客户，一个字好,2015-11-17 16:43,0,0,0,0,0,1,0
33,l***u,收到货了，还没有喝，喝后再评论，双十一购买，比之前购买比较划算。 自助,2015-11-17 16:29,0,0,1,0,0,1,0
34,z***2,多次在此店购买茶叶，一如既往的满意！,2015-11-17 15:56,0,0,0,0,0,1,0
35,w***哥,不错，比较满意，汤色也比较好。,2015-11-17 15:54,0,1,0,0,0,0,0
36,t***0,购买了多次了，一如既往的好，谢谢店家的礼物。,2015-11-17 15:51,0,0,0,0,0,1,0
37,吴***志,茶味道和茶色都很好，价格低，质量好,2015-11-17 15:25,0,1,1,0,0,0,0
38,我***9,在他们家买了好几回茶叶了消费了好多总，以前聚划算的时候，价格跟双11的一样，但是比双11送的赠品多的多啊，现在到是双11了，赠品很少，总体来说还是比较满意。,2015-11-17 15:20,0,0,1,0,0,1,0
39,君***6,n次买了，是个好卖家，再送杯子，每次喝茶让你念念不忘，这就是做生意的决巧，再配上性价比较高的茶叶，让你喝完了第一个想到他卢正浩，全五分！,2015-11-17 14:37,0,0,1,0,0,1,0
40,范***8,茶叶很好，与描述相符，值得购买。 服务很好。,2015-11-17 21:10,0,1,0,1,0,1,0
41,微***心,老顾客了,2015-11-17 20:51,0,0,0,0,0,0,0
42,快***1,还行，不错，平时也多搞点活动就好了,2015-11-17 20:37,0,0,0,0,0,1,1
43,c***8,好评,2015-11-17 20:31,0,0,0,0,0,0,0
44,宗***博,还不错，这个价格来说，口感是不错了，品相我要求不高，主要是口感对路就行?！,2015-11-17 20:19,0,1,1,0,0,0,0
45,h***8,一直喝这家茶叶,2015-11-17 20:07,0,0,0,0,0,0,0
46,p***9,和好的，这些年一直在买卢正浩茶叶，口感不错,2015-11-17 19:48,0,1,0,0,0,1,0
47,舞***8,很好！,2015-11-17 19:47,0,0,0,0,0,0,0
48,m***j,老公说不错！,2015-11-17 19:44,0,0,0,0,0,0,0
49,小***舅,性价比还可以,2015-11-17 19:43,0,0,1,0,0,0,0
50,天***线,还没喝，先给好评吧 快递挺快,2015-11-17 19:31,0,0,0,0,1,0,0
51,w***6,好,2015-11-17 19:30,0,0,0,0,0,0,0
52,j***3,不止一次的买卢正浩的茶了，好评,2015-11-17 19:29,0,0,0,0,0,1,0
53,l***g,茶叶收到了，赞一个。客服：贡羽的服务很好的呢,2015-11-17 19:29,0,1,0,1,0,0,0
54,h***y,茶叶不错，口感很好,2015-11-17 19:18,0,1,0,0,0,0,0
55,刘***4,还行吧！不会品。,2015-11-17 19:08,0,0,0,0,0,0,0
56,s***k,确实比平时便宜的多,2015-11-17 19:06,0,0,1,0,0,0,0
57,s***0,尝试了下 味道不错 双十一真是特价啊 非常实惠,2015-11-17 19:01,0,1,1,0,0,1,0
58,t***1,买过过多次了！,2015-11-17 18:58,0,0,0,0,0,0,0
59,b***i,货品正宗，已经连续三年购买了。 恰逢双11，但送货还算及时。,2015-11-17 18:44,0,0,0,0,1,1,0
60,z***g,商品不错，喝起来口感很好,2015-11-18 8:45,0,1,0,0,0,0,0
61,x***8,老客。茶很好。,2015-11-18 8:27,0,1,0,0,0,0,0
62,t***8,不错，经常买，碰到双十一来个大采购,2015-11-18 7:34,0,0,0,0,0,1,0
63,御***扬,还行吧,2015-11-18 6:17,0,0,0,0,0,0,0
64,掬***手,一如既往的好！,2015-11-18 3:49,0,0,0,0,0,0,0
65,乱***o,好,2015-11-18 3:18,0,0,0,0,0,0,0
66,放***7,不错的茶叶,2015-11-18 0:59,0,1,0,0,0,0,0
67,d***3,茶叶味道很不错，喝完一口还想喝一口。 服务态度很好，尤其是旗灵，很负责,2015-11-17 23:44,0,1,0,1,0,0,0
68,g***g,茶叶还不错。,2015-11-17 23:12,0,1,0,0,0,0,0
69,b***3,谢谢送的礼物，非常贴心的卖家,2015-11-17 23:04,0,0,0,0,0,1,0
70,x***c,挺快的，但是在一家店买的两个东西，一个已经到了，另外一个还没发货！总体而言是挺好的！下次还来！,2015-11-17 23:04,0,0,0,1,1,0,0
71,蒙***树,挺好的,2015-11-17 23:02,0,0,0,0,0,0,0
72,古***2,还不错，喜欢的豆香味~ 回味无穷,2015-11-17 22:29,0,1,0,0,0,0,0
73,b***0,回头客。样子有点糙，香味浓郁，我喜欢这个味道,2015-11-17 22:13,0,1,0,0,0,0,1
74,a***1,"还算好茶吧,快递倒是神速",2015-11-17 22:07,0,1,0,0,1,0,0
75,t***1,好还会购买,2015-11-17 22:06,0,0,0,0,0,0,0
76,w***1,满意，给孩子爷爷买的，老人只爱喝龙井，好评。,2015-11-17 21:52,0,0,0,0,0,1,0
77,w***m,好,2015-11-17 21:39,0,0,0,0,0,0,0
78,z***6,老顾客了，一直很信赖卢正浩的品质。,2015-11-17 21:29,0,0,0,0,0,1,0
79,f***9,味道寡淡，跟以前的比差远了，双11不能降标准啊，另外右下角的东西也是茶叶吗，麻烦把好质量关啊,2015-11-17 21:12,0,1,0,0,0,1,1
80,t***4,买了几次了，品质不错，这次双十一买的，价格实惠，比预想的到货要快。,2015-11-18 11:12,0,1,1,1,1,1,0
81,刘***5,谢谢赠送的茶叶，味道很不错,2015-11-18 11:00,0,1,0,0,0,1,0
82,w***u,不错的宝贝，味道好，抗泡。双11很合适。 商家服务台的很好，物流也快。,2015-11-18 10:53,0,1,0,1,1,1,0
83,股***2,很少喝绿茶，感觉不错。,2015-11-18 10:49,0,1,0,0,0,0,0
84,p***1,老客户了，信任好品质！,2015-11-18 10:38,0,0,0,0,0,1,0
85,k***g,茶叶很好，小卢服务很好，很亲切,2015-11-18 10:37,0,1,0,1,0,0,0
86,h***7,产品好，服务更好。太感谢了。。。,2015-11-18 10:36,0,1,0,1,0,0,0
87,k***g,挺好的，买了两次了，还没拆包，信任卢正浩,2015-11-18 10:33,0,0,0,0,0,1,0
