no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,m***m,好,2015-12-12 13:37,0,0,0,0,0,0,0
1,t***0,茶叶没有想象中的香，勉强给好评吧。,2015-12-10 13:23,0,1,0,0,0,0,1
2,w***9,ko,2015-12-6 15:33,0,0,0,0,0,0,0
3,t***8,很好的龙井茶，口感很不错，品牌值得信赖,2015-11-29 23:21,0,1,0,0,0,1,0
4,s***人,评价晚了，茶叶很好爸妈很喜欢,2015-11-22 3:20,0,1,0,0,0,0,0
5,笔***菊,老顾客了，这次买了两盒，还没拆开喝。,2015-11-21 21:59,0,0,0,0,0,1,2
6,c***h,囤了好多茶，估计可以喝到来年开新茶，希望这茶喝起来很ok.,2015-11-18 12:01,0,0,0,0,0,0,2
7,x***8,囤货中，没空喝。先好评！,2015-11-15 19:37,0,0,0,0,0,0,0
8,笔***菊,雨前老茶树龙井味道很正宗，不错，实惠,2015-10-25 16:37,0,1,1,0,0,0,0
9,济***子,茶叶不错，喝着放心,2015-10-9 22:05,0,1,0,0,0,0,0
10,项***8,老客户了！,2015-9-24 13:00,0,0,0,0,0,1,0
11,怎***5,不错，绝对了,2015-9-22 14:57,0,1,0,0,0,0,0
12,淘***网,非常好，一次性买了2罐，一如既往地好喝，喜欢的味道，以后还会再来买的！,2015-9-21 9:17,0,1,0,0,0,0,0
13,卖***家,不好，不好喝，不值,2015-9-20 12:57,0,1,0,0,0,0,1
14,t***0,挺好的还送了赠品&apos;以后买茶叶就选你家了,2015-9-18 19:06,0,0,0,0,0,1,0
15,丁***8,茶叶不好 泡一次就没味了,2015-9-16 14:39,0,1,0,0,0,1,1
16,1***1,这个价格还不错，茶叶比较碎，但是听嫩的，这个价格还是不错的,2015-9-9 9:28,0,1,1,0,0,0,1
17,p***8,课题,2015-9-6 10:50,0,0,0,0,0,0,2
18,d***3,评价晚了~茶叶真心特别的好喝。不腻，香甜。感觉比他们家那种大包的好喝太多了，虽然比那个贵，但是感觉真心值这个价钱了！！！！满分！！,2015-9-5 20:34,0,1,1,0,0,0,0
19,s***3,发货速度超快,2015-8-31 13:07,0,0,0,1,0,0,0
20,y***0,茶品上乘，色香味俱全。 包装好，送达快。,2016-5-6 10:33,1,1,0,0,1,0,0
21,王***1,还没喝，口感应该差不了。,2016-5-5 22:26,0,0,0,0,0,0,0
22,t***2,很好的雨前。一直都是在这买的。,2016-4-26 1:35,0,1,0,0,0,0,0
23,n***n,非常好喝，出乎意料的好品质，以后买西湖龙井就认准这家了！,2016-4-25 14:08,0,1,0,0,0,0,0
24,s***n,感觉这一罐比前两天买的50克明前茶豆香味要浓一些。,2016-4-25 9:57,0,1,0,0,0,0,0
25,婆***调,收到了，过段时间再评价,2016-4-23 12:41,0,0,0,0,0,0,2
26,c***8,是正宗的西湖龙井，香气还可以，就是回甘差些。 很好,2016-4-22 15:37,0,1,0,0,0,0,1
27,t***1,老店的就是好，香，回味甜，茶根都不苦涩。刚在聚划算又下了一单E包装的，看看再追评,2016-4-20 7:36,0,1,0,0,0,0,0
28,f***4,这次茶叶真的棒，几乎没有碎的，新茶鲜嫩甘洌，就是不大经冲。,2016-4-18 20:36,0,1,0,0,0,1,1
29,我***5,产品还可以吧！,2016-4-18 18:30,0,1,0,0,0,0,0
30,p***1,茶叶好喝，一直喝的是卢正浩的龙井茶。,2016-4-17 22:34,0,1,0,0,0,0,0
31,w***1,口感还行，有个别黄叶子。,2016-4-14 21:19,0,1,0,0,0,0,1
