no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,z***8,很好，一直和他家的茶，味道不错，小虎客服的服务也不错，解决问题很及时,2014-9-3 14:21,0,1,0,1,0,0,0
1,l***8,虽然快递比以往晚了几天，但包装严谨，货品外包装没用一点变形，买了中秋送人，很不错。,2014-9-2 23:21,1,0,0,0,1,0,1
2,冰***7,这茶叶我已经是第三次买的了，不错的噢，还送了小东西。,2014-9-2 22:14,0,0,0,0,0,1,0
3,周***k,非常不錯，還送了好多贈品謝謝。。。,2014-9-2 22:10,0,0,0,0,0,1,0
4,蓝***2,包装不错，送人的。,2014-9-2 22:05,1,0,0,0,0,0,0
5,飞***3,茶叶味道很好；客服也很热情。发货也很快。收到茶叶，外包是一个印有卢正浩的纸箱，打开外包，内有一个塑料密封袋，里面是黄色纸包的茶叶，和一个封口夹。淡黄色包装；打开纸包，有土黄色印有商标的防潮锡纸包装的茶叶。包装比较完美。有不错香气的。细品尚有回甘。满意。,2014-9-2 12:56,1,1,0,1,0,0,0
6,七***桥,"礼盒精美上档次,茶叶也不错。物流快包装好无破损,真心区觉不错全五星好评",2014-9-1 21:07,1,1,0,0,1,0,0
7,妮***l,中秋给家里工程上面人送的。发货挺快。收到包装都没有坏。挺好的，还送了几个品尝装。,2014-8-31 19:22,1,0,0,0,1,1,0
8,清***哥,外在很不错，内在因不是自己喝还不清楚。但是彰显了名牌货的实力。总体不错。,2014-8-31 19:05,1,0,0,0,0,1,0
9,辽***际,首先感谢贵店对客户认真的服务、此物看着非常舒心送人滴称心满意呵呵顺祝生意兴隆！,2014-8-31 11:24,0,0,0,1,0,0,0
10,l***1,看起来不错，但不知味道怎样,2014-8-26 10:29,0,0,0,0,0,1,0
11,b***u,包装看起来很好，等着中秋送人的，还不错,2014-8-20 1:20,1,0,0,0,0,0,0
12,t***8,包装非常好 已经在你家买了好几次了 杭州人自己的牌子值得信赖 杭州龙井茶你家的电商作的最优秀 值得购买 比自己去梅家坞买划算多了 希望以后能有不同包装礼盒的促销,2014-8-18 22:55,1,0,1,0,0,1,0
13,l***0,买来送朋友的，希望她父母喜欢。店家也没有送小礼物，有点小失望。,2014-8-18 12:09,0,0,0,0,0,1,1
14,冷***1,,2014-8-17 9:47,0,0,0,0,0,0,0
15,t***5,发货很快，包装很好，也很认真，赞,2014-8-11 10:36,1,0,0,1,0,0,0
16,t***1,好！！,2014-8-10 16:43,0,0,0,0,0,0,0
17,j***n,第五次购买了，送人，包装上档次，味道也很不错，继续支持 好,2014-8-4 15:26,1,1,0,0,0,0,0
18,大***a,好评,2014-8-2 17:51,0,0,0,0,0,0,0
19,g***3,送人的包装还可以，不知道茶怎么样,2014-8-1 17:08,1,0,0,0,0,0,0
20,就***调,很好，还没尝，包装上档次，中秋节送爸爸的，应该不错的,2014-9-8 22:58,1,0,0,0,0,0,0
21,l***7,包装好，送人的还不错哦,2014-9-8 12:18,1,0,0,0,0,0,0
22,k***3,,2014-9-7 14:36,0,0,0,0,0,0,0
23,j***8,包装很好哦，价格实惠谢谢 包装很棒，发货快，支持一个。,2014-9-6 21:49,1,0,1,1,0,0,0
24,t***t,东西很好！给朋友的！很有档次！赞一个！！！ 客服很好很给力哦~售后的小妹也很好！！！,2014-9-6 14:16,0,1,0,1,0,0,0
25,y***1,特香雨前西湖龙井茶叶，送人挺好。,2014-9-5 21:32,0,0,0,0,0,1,0
26,w***0,还没品尝，卖家送的礼物很感动，全五分好评,2014-9-5 14:02,0,0,0,0,0,1,0
27,h***h,刚刚收到还没有喝 这个东西应该可以吧。  建议商家送小包装试饮品。包装够给力，这次一点没受伤。 好东西要赞,2014-9-5 12:47,1,0,0,0,0,1,1
28,z***8,很好,2014-9-5 9:56,0,0,0,0,0,0,0
29,汪***振,包装很好，，，但是梗太多了点。,2014-9-4 22:34,1,0,0,0,0,1,1
30,雪***1,送礼佳品。二次购买、货真价实。还送了杭州月饼，人情化时令送！赞。全五星,2014-9-4 21:33,0,1,1,0,0,1,0
31,咖***情,一如既往的信任,2014-9-4 21:27,0,0,0,0,0,0,0
32,c***1,,2014-9-4 19:13,0,0,0,0,0,0,0
33,飞***8,第2次光顾了，产品的确不错，入口很爽，我还会来光顾的，先给个5分赞下,2014-9-4 14:36,0,1,0,0,0,0,0
34,p***9,,2014-9-4 13:31,0,0,0,0,0,0,0
35,a***1,整体好不错，稍有些碎的,2014-9-4 12:14,0,0,0,0,0,1,1
36,谢***0,本人不太会喝茶，个人觉得还不错，适合自己，整体感觉还成。  茶汤比较清澈，就是茶叶形态一般。 比较满意。,2014-9-4 9:50,0,0,1,0,0,0,0
37,f***7,送人的，真不容易，赶在中秋节前收到了！物流太不给力！包装不错！,2014-9-3 19:49,1,0,0,0,1,0,1
38,键***优,送人用的，包装很大气，价格很实惠！超值了，全五分好评！,2014-9-3 19:29,1,0,1,0,0,0,0
39,小***5,已经是第二次购买了，爸爸喝着很好，所以又买了些。感觉这次包装比上次还要好，很精致。店家还送了我一包茶叶和一个杯子，真的很感谢呀。,2014-9-3 16:12,1,0,0,0,0,1,0
40,亿***店,买来送人的还不错,2014-10-23 9:48,0,0,0,0,0,0,0
41,欢***合,"第二次光顾这家店铺了,客服小雨很热情,发货也很快,茶叶的外包是一个印有卢正浩的纸箱,打开外包内有一个礼盒.里面是2听茶叶,包装完美精致.与描述的完全相同,是我想要的,赞一个,给全五分.下次还会在来的.",2014-10-22 9:10,1,0,0,1,0,1,0
42,志***1,东东收到，速度真的很快！满意了,2014-10-2 23:22,0,0,0,1,1,0,0
43,q***0,东西不错 盒子再大点就更好了 送出去好看点,2014-9-28 21:11,1,0,0,0,0,0,1
44,诚***d,还行吧,2014-9-27 18:12,0,0,0,0,0,0,0
45,t***2,很好 送人,2014-9-26 12:20,0,0,0,0,0,0,0
46,1***岳,快递给力，第二天就到，看起来挺高大上的，这个价位的茶叶应该不会差吧，送的杯子不错，送老爸喝，到时候再来追评！,2014-9-25 8:52,0,0,1,1,1,1,0
47,玉***威,全5分好评，包装很漂亮！标识和产地都很清楚，都打了卢正浩的标，因为送人，还没有品尝，等了解后再来评！,2014-9-23 6:02,1,0,0,0,0,0,0
48,杨***9,好茶，喝着不错,2014-9-20 20:50,0,1,0,0,0,0,0
49,f***1,包装精美，送人了。,2014-9-19 23:01,1,0,0,0,0,0,0
50,z***i,送人的，感觉还不错,2014-9-17 12:43,0,0,0,0,0,0,0
51,a***6,东西已经收到了，包装不错，茶也可以,2014-9-15 12:19,1,1,0,0,0,0,0
52,5***h,很好，宝贝收到了，帮同事买的，质量很好。,2014-9-15 12:04,0,1,0,0,0,0,0
53,g***6,包装精美，运输无损坏，搞活动买的，应该不错吧！,2014-9-13 21:35,1,0,1,0,1,0,0
54,l***l,感觉很不错，送给老爸的,2014-9-12 23:57,0,0,0,0,0,0,2
55,乐***6,OK,2014-9-11 8:59,0,0,0,0,0,0,0
56,赵***飞,质量很棒 喝过中最好的 龙井了 小雨客服 很棒 老板要给他奖励了哦,2014-9-10 13:26,0,1,0,1,0,0,0
57,小***3,包装的不错，送人的 感觉还可以。,2014-9-10 9:06,1,0,0,0,0,0,0
58,i***9,买过好多了，中秋还送了月饼礼盒，非常有心意，以后还会来买的,2014-9-9 11:48,0,0,0,0,0,1,0
59,h***4,包装非常好，我是中秋送礼的，已经及时送达，满意！,2014-9-9 10:33,1,0,0,0,1,0,0
60,成***持,这个也是要送人的，不过我对你们家的茶叶很放心的，所以要给好评,2015-1-9 10:01,0,0,0,0,0,0,0
61,繁***1,宝贝看上去不错，包装挺好 下次在来。物流也快,2014-12-27 17:48,1,0,0,0,1,0,0
62,z***4,一直都很好，继续支持。,2014-12-22 14:21,0,0,0,0,0,0,0
63,j***1,应该可以吧，包装不错,2014-12-21 20:16,1,0,0,0,0,0,0
64,j***1,应该可以吧，关键包装好看！,2014-12-21 20:15,1,0,0,0,0,0,0
65,t***2,还行吧,2014-12-16 14:22,0,0,0,0,0,0,0
66,y***2,喜欢 还不错,2014-12-14 14:07,0,0,0,0,0,0,0
67,s***5,买了14份，准备过年走亲戚用的，体面又实惠，送了丝巾，小姑子收货的，发了图片，包装很好，每盒都用泡泡纸隔开，送的丝巾是花色的，送给小姑子了，过年回去再看,2014-12-12 11:17,1,0,1,0,0,0,0
68,换***中,很好！！,2014-12-4 10:13,0,0,0,0,0,0,0
69,射***6,待尝。好评吧。,2014-11-29 19:53,0,0,0,0,0,0,0
70,樊***育,茶叶很好喝，包装精美。物美价廉。 很好。,2014-11-28 11:03,0,1,1,0,0,0,0
