no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,江***兜,还没喝！包装不错,2015-9-22 13:00,1,0,0,0,0,0,0
1,b***5,包装太好了,2015-9-22 12:04,1,0,0,0,0,0,0
2,m***辰,买来送人的、也没有打开，希望不错吧,2015-9-22 11:18,0,0,0,0,0,0,2
3,w***5,已经是老顾客了，包装很好，谢谢赠送的礼品,2015-9-22 10:07,1,0,0,0,0,1,0
4,大***云,"茶试泡了下,很满意; 送的壶很精致,就是太小了,只适合一个人用",2015-9-22 10:06,0,1,0,0,0,1,0
5,t***0,包装不错，送人的，不知道茶怎么样,2015-9-22 9:12,1,0,0,0,0,0,0
6,j***f,第二次购买了，大赞卢正浩茶叶，无论茶叶质量、还是包装物流方面，都应该说是非常认真、非常用心。一盒两用的独特设计，送人倍有面子。茶叶真心很不错，打开盖子淡淡的新茶的清香扑鼻而来，让人心情舒畅。 卖家服务态度很好，物流也很快，希望卖家生意越来越好,2015-9-22 8:46,1,1,0,1,1,0,0
7,火***5,很好,2015-9-21 21:49,0,0,0,0,0,0,0
8,杨***m,东西很好，包装很上档次，家人很喜欢！,2015-9-21 21:28,1,1,0,0,0,0,0
9,口***口,还是蛮不错的,2015-9-21 21:22,0,0,0,0,0,0,0
10,z***i,包装不错，挺精致的。 好,2015-9-21 20:04,1,0,0,0,0,0,0
11,白***l,茶叶很快就收到了，没来得及评价，包装很精美，送人不错，可以,2015-9-21 19:59,1,0,0,0,1,0,0
12,断***1,给同事买的，没有拆开看，但是相信卢正浩，五分先,2015-9-21 19:37,0,0,0,0,0,0,2
13,d***f,不错，发货很快！,2015-9-21 19:03,0,0,0,1,0,0,0
14,静***珠,到货好快,2015-9-21 18:50,0,0,0,0,1,0,0
15,w***6,,2015-9-21 18:22,0,0,0,0,0,0,0
16,h***8,买茶叶还送茶壶和茶杯，确实划算！,2015-9-21 15:54,0,0,0,0,0,1,0
17,七***0,送人的，看着还不错。分量不多。送的茶具就俩小杯子，我以为是四个。,2015-9-21 15:50,0,0,0,0,0,0,0
18,成***持,很好，非常好，已经买过很多次了,2015-9-21 14:50,0,0,0,0,0,0,0
19,紫***1,还不错，对得起这个价位。,2015-9-21 12:57,0,1,1,0,0,0,0
20,t***1,第四盒了，蛮好的，前三盒送人的。这一盒自己留着。,2015-9-23 12:57,0,0,0,0,0,0,0
21,七***4,宝贝很好，很喜欢，一下子买了好多，送人的，看着很不错~,2015-9-23 10:56,0,1,0,0,0,0,0
22,m***2,赞一个,2015-9-23 10:51,0,0,0,0,0,0,0
23,林***翔,好，还没到手就被强走了,2015-9-23 9:23,0,0,0,0,0,0,0
24,单***1,很喜欢卢正浩这个品牌！,2015-9-23 3:17,0,0,0,0,0,0,0
25,长***脚,龙井不错，碧落春很碎，白茶和红茶没喝呢，送的茶杯很好,2015-9-22 22:19,0,1,0,0,0,1,1
26,白***泡,还没有拆开看，在这买茶好几年了，应该没有什么问题。,2015-9-22 22:17,0,0,0,0,0,1,0
27,小***y,挺好的 茶的味道不错 送的茶具很可爱很迷你挺小巧精致的。喜欢 蛮不错的 价格也还可以 挺好的,2015-9-22 21:14,0,1,1,0,0,1,0
28,w***7,盒子味道好大啊，自用还行，送礼真送不出手。,2015-9-22 20:10,1,0,0,0,0,0,1
29,z***7,大牌子，包装挺上档次！盒子小点！,2015-9-22 20:04,1,0,0,0,0,0,1
30,侦***楠,赠品质量真的可以做好点，也是一种广告啊,2015-9-22 19:54,0,0,0,0,0,1,1
31,t***7,赠品做工一般，茶没喝送人的,2015-9-22 19:46,0,0,0,0,0,1,1
32,梦***尘,宝贝收到了，已经试喝了龙井茶，口感纯正清醇，好评！,2015-9-22 19:10,0,1,0,0,0,0,0
33,l***4,茶具好可爱呀！很喜欢！刚好可以放到办公室！积分兑的杯子也收到，很满意！谢谢晴窗！,2015-9-22 17:48,0,0,0,0,0,1,0
34,h***h,很不错，喜欢这套茶具。,2015-9-22 15:09,0,0,0,0,0,1,0
35,x***5,还没喝，好评先。将来视情况追评,2015-9-22 15:00,0,0,0,0,0,0,0
36,u***e,壶和小杯子的包装太薄，易碎。,2015-9-22 14:50,1,0,0,0,0,0,1
37,孟***立,已经好几次在这买茶叶了。其他的就不说了，只是赠送的茶壶做工不太好，瑕疵太大。,2015-9-22 14:24,0,0,0,0,0,1,1
38,s***e,没有华而不实的包装。端庄大气的包装着店家细致周到的心，茶叶品质很好！赞个！,2015-9-22 13:14,1,1,0,0,0,0,0
39,板***舞,很上档次的礼盒⊙&omega;⊙送礼佳品⊙&omega;⊙还送了茶具感谢老板⊙&omega;⊙,2015-9-22 13:04,1,0,0,0,0,1,0
40,球***张,很好,2015-9-25 8:50,0,0,0,0,0,0,0
41,城***人,礼盒漂亮大气，茶壶也不错，茶叶口感很好,2015-9-24 23:46,1,1,0,0,0,1,0
42,魔***夕,回头客，喝着确实不错，喝完再尝试其他的&hellip;&hellip;&hellip;&hellip;,2015-9-24 22:24,0,1,0,0,0,0,0
43,m***y,包装的很好，很密实，茶叶就已经多次购买了,2015-9-24 22:00,1,0,0,0,0,0,0
44,c***u,聚划算购买，质量不错，价格实惠，好,2015-9-24 21:37,0,1,1,0,0,0,0
45,j***y,茶叶到了，包装不错，准备送人，送的茶壶很可爱，总之，很不错，好评！,2015-9-24 18:03,1,0,0,0,0,1,0
46,胡***灵,好！物有所值，价格实惠，还会再买的,2015-9-24 15:38,0,1,1,0,0,0,0
47,云***9,一如既往的好。茶好礼品也好。,2015-9-24 15:07,0,1,0,0,0,1,0
48,n***a,还没有喝，不过满好看哒！,2015-9-24 14:22,0,0,0,0,0,1,0
49,p***0,跟想象中不一样，本来打算送人的，结果太小了，留着自己喝吧,2015-9-24 14:03,0,0,0,0,0,1,1
50,沙***7,老顾客了，茶叶不错同时可以尝尝不同的茶叶，就是那竹板不太好用,2015-9-24 12:00,0,0,0,0,0,0,0
51,小***亲,"不好意思评价晚了,宝贝早就收到了,只是我在外出差还没打开看,你们家的茶叶我经常喝,都很满意,所以好评。",2015-9-24 9:43,0,0,0,0,0,1,0
52,l***3,看着很不错，送人的,2015-9-24 9:41,0,0,0,0,0,1,0
53,d***0,茶叶，茶具放一个袋子有点挤，送礼有点小，不够大气，若自己用还不错。,2015-9-23 22:54,0,0,0,0,0,1,1
54,嘟***亲,好,2015-9-23 22:15,0,0,0,0,0,0,0
55,b***6,不错。家里的茶叶都是在这里买了，还会继续光顾的！,2015-9-23 21:27,0,0,0,0,0,0,0
56,c***1,包装挺好好，茶叶也正宗，服务也挺好的 ，下次在光顾， 挺好的,2015-9-23 21:14,1,1,0,1,0,0,0
57,炫***7,很好！,2015-9-23 17:02,0,0,0,0,0,0,0
58,y***u,东西很好,2015-9-23 15:55,0,1,0,0,0,0,0
59,a***a,第二次购买了，茶叶很好，送的茶壶也很好，满意,2015-9-23 14:33,0,1,0,0,0,1,0
60,风***飘,挺好的，物流神速,2015-9-27 10:40,0,0,0,0,1,0,0
61,s***0,老顾客了，和喜欢这家的茶叶，感谢客服旗灵 慕青,2015-9-27 9:44,0,0,0,1,0,0,0
62,z***开,茶好,2015-9-27 8:03,0,1,0,0,0,0,0
63,锈***铁,很棒   超值～,2015-9-27 0:32,0,1,1,0,0,0,0
64,n***j,包装还不错。送的茶壶和两个小茶杯也都完好无损。开了白茶，还不错。其他还没开，以后喝了再追加。 好,2015-9-27 0:21,1,1,0,0,0,1,0
65,松***u,东西好，物流给力,2015-9-26 22:33,0,1,0,0,1,0,0
66,z***c,好评。,2015-9-26 19:26,0,0,0,0,0,0,0
67,笑***6,物流很快，宝贝外观很好，买来送人的，还没喝。,2015-9-26 18:58,0,0,0,0,1,1,0
68,强***9,出差了还没拆封 ，习惯好评 。,2015-9-26 16:06,0,0,0,0,0,0,2
69,z***g,茶叶不错,2015-9-26 15:27,0,1,0,0,0,0,0
70,l***0,包装精美，一如既往地好！,2015-9-26 7:39,1,0,0,0,0,0,0
71,王***杰,还不错,2015-9-26 1:03,0,0,0,0,0,0,0
72,s***y,好评，赞一个！,2015-9-25 22:55,0,0,0,0,0,0,0
73,烟***灭,比想象的小了点，质量看着不错。就是就一个口袋，装上送的茶壶就装不下了。毕竟是送人的，就不能多送个袋子吗？,2015-9-25 20:46,0,1,0,0,0,1,1
74,l***4,太一般了,2015-9-25 16:35,0,0,0,0,0,0,1
75,那***吧,很好。,2015-9-25 14:47,0,0,0,0,0,0,0
76,d***2,物流很快~虽然还没喝，但是先给个好评，相信会和之前一样品质一如既往，赠品的茶壶很精致,2015-9-25 14:23,0,0,0,0,1,1,2
77,a***铃,很好。,2015-9-25 13:53,0,0,0,0,0,0,0
78,凌***火,做的小巧精致，送的赠品也不错。,2015-9-25 13:15,0,0,0,0,0,1,1
79,y***6,非常不错，非常满意，非常喜欢。,2015-9-25 12:54,0,0,0,0,0,0,0
80,芳***s,物流太不给力，应投递的件变成了自提件。东西还不错，挺好,2015-9-29 21:10,0,1,0,0,1,0,1
81,y***6,赠品很不错，但是个人觉得店家最好把壶盖用红绳系在壶上，保护好壶盖，细节很重要，希望店家采纳。,2015-9-29 20:56,0,0,0,0,0,1,1
82,b***8,不错，外国朋友很喜欢,2015-9-29 19:37,0,0,0,0,0,0,0
