no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,t***1,茶叶收到，还没来得及开包品尝就让朋友拿去了，他们说该茶叶质量上佳，味道一定不错。看着他们高兴的样子，我只得为自己再购买一包，希望质量有保证哦。,2016-6-3 19:50,0,1,0,0,0,0,0
1,玫***e,喝了两次，还行，卖家态度不错！,2016-6-3 19:28,0,1,0,1,0,0,0
2,q***i,收到货，打开后还行?赞一个！！,2016-6-3 19:24,0,0,0,0,0,1,0
3,i***1,闻着很香，喝起来也不错,2016-6-3 18:20,0,1,0,0,0,0,0
4,石***2,茶叶还凑合，将就喝喝,2016-6-3 17:30,0,1,0,0,0,0,0
5,以***3,第一次购买，爸爸说挺好的,2016-6-3 17:03,0,0,0,0,0,1,0
6,大***来,,2016-6-3 16:48,0,0,0,0,0,0,0
7,w***7,茶叶收到拉，看外包装还是比较满意的，习惯性好评吧？至于其他的质量吗？以后喝了才敢吹,2016-6-3 16:36,1,0,0,0,0,0,0
8,g***y,第二次购买 不错,2016-6-3 16:35,0,0,0,0,0,1,0
9,太***牛,备注送双层玻璃杯的，还是给了梅兰竹菊杯，无语了，杯子质量还一般，看在茶叶的份上，就勉强给个好评吧,2016-6-3 16:32,0,0,0,1,0,0,0
10,游***潮,味道还不错。,2016-6-3 16:27,0,1,0,0,0,0,0
11,k***n,多次购了，质量不错。 好,2016-6-3 16:14,0,1,0,0,0,0,0
12,灬***灬,老公说茶不碎，很香。收到就泡了一杯。,2016-6-3 15:58,0,1,0,0,0,0,0
13,北***翔,老顾客了！一如既往的好！一直信赖店家的茶叶！还会再来！,2016-6-3 15:21,0,0,0,0,0,1,0
14,丁***余,老爸说还可以。,2016-6-3 15:17,0,0,0,0,0,1,0
15,郭***义,这个价位的茶很不错了，老客户了，以后还会再买的,2016-6-3 15:07,0,0,1,0,0,1,0
16,y***阳,慢！慢！味道挺清香 有点涩。习惯好评,2016-6-3 14:36,0,1,0,0,1,1,1
