no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,v***4,很好喝，就是物流太慢了！,2014-11-19 17:43,0,1,0,0,1,0,1
1,d***9,还可以，双11抢的，就是物流慢点。。。,2014-11-19 17:12,0,0,0,0,1,1,1
2,绿***n,好,2014-11-19 16:50,0,0,0,0,0,0,0
3,绿***n,好,2014-11-19 16:50,0,0,0,0,0,0,0
4,名***般,茶叶不错 我一直都在喝卢正浩的茶叶 客服们都不错 对工作认真负责 很感动人！我会一如既往的支持你们。,2014-11-19 16:42,0,1,0,1,0,0,0
5,晴***4,超不错的宝贝，刚刚尝了，味道还不错一下！店家还有赠品。真是贴心哈！宝贝的都是最新的，带图啦，大家可以借鉴一下，真的很不错！,2014-11-19 16:17,0,1,0,0,0,1,0
6,罚***杯,多次购买了,2014-11-19 16:07,0,0,0,0,0,0,0
7,翠***子,满意,2014-11-19 16:02,0,0,0,0,0,0,0
8,奋***马,这价格 这味道 值了,2014-11-19 16:01,0,1,1,0,0,0,0
9,k***1,茶叶喝了，很香，不错。,2014-11-19 15:32,0,1,0,0,0,0,0
10,t***2,笫7次买这货品，超赞!有返还现金更好!,2014-11-19 15:26,0,0,0,0,0,1,0
11,久***气,已经是N次购买了卢正浩茶叶。茶叶品质优，入口唇齿留香。卢正浩茶叶值得一辈子拥有。,2014-11-19 14:59,0,1,0,0,0,1,0
12,t***鱼,老顾客了，茶很好喝！,2014-11-19 14:26,0,1,0,0,0,0,0
13,j***q,继续信赖卢正浩，真的很不错，还送了夹子，很贴心！,2014-11-19 13:55,0,0,0,0,0,1,0
14,t***4,西湖龙井很正宗，味道还不错哦！ 谢谢卖家送的洛神花和杭州丝巾，客服小雨态度很不错！,2014-11-19 13:41,0,1,0,1,0,1,0
15,k***8,很好，一直在喝,2014-11-19 13:36,0,0,0,0,0,0,0
16,静***8,应该行没喝。等喝后再评论。,2014-11-19 13:32,0,0,0,0,0,0,2
17,f***d,大采购！双11价好质不变 11号拍，12号就到，超快！,2014-11-19 13:02,0,1,1,1,1,0,0
18,d***8,东西收到了，很喜欢，服务真的很周到，五分！,2014-11-19 12:47,0,0,0,1,0,0,0
19,q***1,略苦，不像新茶。,2014-11-19 12:28,0,1,0,0,0,0,1
20,溪***使,第二次买了，茶香很浓，口感很好，又赶在双十一，很划算。好评，一如既往的好。,2014-11-19 23:20,0,1,1,0,0,1,0
21,刘***华,好茶！,2014-11-19 22:32,0,1,0,0,0,0,0
22,我***k,东西很好！一直喝他们家的茶。 服务态度很好！！！,2014-11-19 22:17,0,1,0,1,0,0,0
23,易***庄,还没喝，感觉蛮好的。,2014-11-19 21:59,0,0,0,0,0,0,2
24,亨***二,包装还行，就是物流有点慢啊,2014-11-19 21:41,1,0,0,0,1,0,1
25,i***2,hao,2014-11-19 21:25,0,0,0,0,0,0,0
26,y***s,,2014-11-19 20:56,0,0,0,0,0,0,0
27,t***5,一如既往的好  老顾客了  品质还是这么好 正赶上双十一了  很实惠哦,2014-11-19 20:37,0,1,1,0,0,1,0
28,金***5,茶叶不错，包装精美,2014-11-19 20:33,1,1,0,0,0,0,0
29,t***5,没喝，闻着挺香的。,2014-11-19 20:28,0,1,0,0,0,0,0
30,f***1,好茶好茶！,2014-11-19 19:45,0,1,0,0,0,0,0
31,奚***婷,茶叶品质非常好。老客户了。,2014-11-19 19:36,0,1,0,0,0,0,0
32,春***雾,收到货了，马上打开包装泡了一杯，香，很好。五分好评！,2014-11-19 19:29,0,1,0,0,0,0,0
33,m***j,茶叶收到，和描述相符，味道很正，包装严密.,2014-11-19 19:16,1,1,0,0,0,1,0
34,z***9,还可以，放办公室喝&hellip;&hellip;,2014-11-19 18:44,0,0,0,0,0,0,0
