no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,黄***水,茶是新茶，没有豆香味 一般,2015-9-19 21:00,0,1,0,0,0,0,1
1,x***u,茶香浓郁 物美价廉 一如既往的好,2015-9-6 9:40,0,1,1,0,0,0,0
2,娇***水,喝了一些品牌，感觉龙井卢正浩是最好的，老客户了,2015-9-3 19:54,0,0,0,0,0,1,0
3,g***3,真是好茶!!!,2015-9-1 16:57,0,1,0,0,0,0,0
4,斯***3,hao he,2015-8-11 16:02,0,1,0,0,0,0,0
5,s***0,茶叶非常满意～～～～～～,2015-7-10 10:03,0,1,0,0,0,0,0
6,偶***缘,很好,2015-7-1 21:36,0,0,0,0,0,0,0
7,t***7,,2015-6-27 18:27,0,0,0,0,0,0,0
8,c***8,老顾客，不多说,2015-6-25 0:08,0,0,0,0,0,0,0
9,维***使,不错,2015-6-24 21:23,0,0,0,0,0,0,0
10,w***t,感觉茶叶不是很嫩，品相不是很好，还有罐子太小了。。。,2015-6-24 21:16,1,1,0,0,0,0,1
11,不***愁,非常好，上档次，性价比高。,2015-6-24 13:07,0,0,1,0,0,1,0
12,y***0,不错，这个价格的茶叶算不错的了,2015-6-24 10:05,0,1,1,0,0,0,0
13,f***0,买了很多年了，自己喝再送人，包装和茶叶都很不错，希望以后多搞些优惠活动，VIP会员能更优惠些，快递太快了，感觉半天就送到了，给力！小礼品也收到了,2015-6-23 19:01,1,1,1,1,1,0,0
14,x***3,一直买的此店的茶叶 喝着口感不错,2015-6-23 18:25,0,1,0,0,0,0,0
15,x***3,老顾客了，相信卢正浩。,2015-6-23 18:22,0,0,0,0,0,1,0
16,小***2,满意，茶叶不错，关键是促销时价格很实惠。,2015-6-21 14:16,0,1,1,0,0,0,0
17,j***3,一如继往的好。,2015-6-21 11:42,0,0,0,0,0,0,0
18,w***w,还没喝，作为老顾客，相信卖家！,2015-6-20 22:19,0,0,0,0,0,0,0
19,夏***天,货收到后就泡了泡，开始有个苦涩的味道，后来再泡苦涩味少了很多，还可以。但是至于其他买家评论的香甜味我至今没尝到。,2015-6-19 10:07,0,1,0,0,0,0,1
20,h***4,不错不错，出差了两天忘收货了，抱歉，味儿不错给五星好评,2015-12-18 18:00,0,1,0,0,0,0,0
21,文***缘,很好,2015-12-18 9:43,0,0,0,0,0,0,0
22,h***7,绿茶还没喝，金骏眉非常棒，这个价位在茶城是买不到的，客服旗灵热情耐心回答买家咨询的问题,2015-12-18 9:14,0,1,1,1,0,0,0
23,曾***a,物有所值,2015-12-17 22:20,0,0,1,0,0,0,0
24,辉***i,第一次在这家店买龙井，正好是搞活动，价格很实惠，还包邮，已经喝过了，总体来说对得起这更价格，下次搞活动再来买些。 网页做的还是很详细，精致的。,2015-12-17 14:27,0,1,0,0,0,1,0
25,c***2,老顾客，始终如一的&ldquo;粉丝&rdquo;,2015-12-16 17:46,0,0,0,0,0,0,0
26,g***3,好茶!!无论是茶品还是服务都胜过&quot;西湖牌&quot;10倍!!,2015-12-16 17:34,0,1,0,1,0,0,0
27,洋***1,好评,2015-12-16 15:22,0,0,0,0,0,0,0
28,杨***8,满意，一直光顾,2015-12-16 9:40,0,0,0,0,0,0,0
29,f***0,好评,2015-12-15 17:32,0,0,0,0,0,0,0
30,m***v,昨天收到，今天品茶，感觉不错，没在网上买过茶叶，也不知道价格怎样，反正喝起来不错的,2015-12-15 8:31,0,1,1,0,0,0,0
