no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,x***y,很划算，礼盒大气，送人正好，喜庆，好评,2016-2-11 17:42,1,0,1,0,0,0,0
1,c***5,不知道为什么有划痕,2016-2-11 11:49,1,0,0,0,0,0,1
2,天***贝,包装很好，送人的。,2016-2-10 21:15,0,0,0,0,0,0,0
3,冰***曦,宝贝不错，年前终于收到啦～,2016-2-10 16:55,0,1,0,0,1,0,1
4,t***9,龙井茶叶很碎，茶叶也不是新茶，茶色不太好看，茶叶也不耐泡！混合的，红茶和胎菊的没拆不过看着挺失望的，不值这个价格，说送的东西一个也没看到，包装盒子上贴的标签歪歪扭扭的，总之一句话，送人的就免了吧，自己买凑合着喝吧。,2016-2-9 16:35,1,1,1,0,0,1,1
5,娃***久,礼盒外观不错，里面包装差了点，都是送礼的，不清楚茶叶怎么样。,2016-2-8 20:13,1,0,0,0,0,0,1
6,s***o,服务不错，就是快递应多改进！,2016-2-8 0:56,0,0,0,1,1,0,1
7,徐***烈,很好，就是价格变动太快,2016-2-7 22:51,0,0,1,0,0,0,1
8,举***乐,说了好几遍给我发a款，到货了发现发的是b款，好生气呀，差评！还是第一次差评！,2016-2-7 15:27,0,0,0,1,0,0,1
9,忧***1,年前的快递确实慢，不过还是春节前收到了，本来打算送亲戚的，最后留下自己喝了，五分好评,2016-2-7 0:49,0,0,0,0,1,0,1
10,淡***m,不值这个钱，送人也不高大上?,2016-2-6 21:35,0,0,1,0,0,0,1
11,b***n,明明拍的A款，非发B款，说好的退钱也不理我,2016-2-5 22:44,0,0,0,1,0,1,1
12,美***9,包装盒很漂亮，送人很好！,2016-2-5 19:54,1,0,0,0,0,0,0
13,静***梦,很不错，就是有点遗憾，不是我想要的A款。,2016-2-4 18:19,0,0,0,1,0,0,0
14,m***4,东西收到了，谢谢老板的小礼物下次还来你家物流也很快,2016-2-4 15:12,0,0,0,0,1,1,0
15,l***6,过年送礼额，看包装还好  内容不知道，希望还好喝,2016-2-4 15:10,1,0,0,0,0,0,0
16,给***薪,买来送人,2016-2-4 13:14,0,0,0,0,0,0,0
17,g***i,一般吧。送人的,2016-2-4 10:58,0,0,0,0,0,0,0
18,l***3,给老爸买的，希望他喝着好,2016-2-4 8:27,0,0,0,0,0,0,2
19,娜***4,包装很好，很仔细，茶还没喝，看着应该不错，好评！,2016-2-3 23:15,1,0,0,0,0,0,0
20,w***8,超划算，一次尝尽3款经典好茶！ 旗灵礼貌，服务周到,2016-2-20 2:44,0,0,1,1,0,0,0
21,独***g,,2016-2-19 19:01,0,0,0,0,0,0,0
22,e***n,不错，春节用招待客人,2016-2-19 17:27,0,0,0,0,0,0,0
23,小***界,一点都不好，只有两盒一样的，就是卖包装了,2016-2-19 10:48,1,0,0,1,0,0,1
24,_***n,包装盒没有图片的亮，看着不是很上档次,2016-2-18 22:04,1,0,0,0,0,0,1
25,散***1,1月26日拍下，明摆着离过年还早，申通什么的到大城市肯定还有收货，偏说要加钱改顺丰，加钱也行，却是过3天，到29日才发货，气愤！,2016-2-18 17:19,0,0,0,1,0,0,1
26,l***f,包装完好，发货速度快速，很好，很得力！！！！！！！  老客户了！！！  客服小梅服务很好！！！！ 好！！！！！！！！！,2016-2-18 16:59,1,0,0,1,0,0,0
27,梦***1,貌似店家发错了，茶叶还没喝。习惯好评吧，服务态度还是可以的！,2016-2-18 13:59,0,0,0,1,0,0,1
28,c***6,发了B款 有些失望 包装好不错,2016-2-17 12:04,1,0,0,1,0,0,0
29,好***友,包装很豪华，送礼体面。标明了三级，实实在在不来虚的。等新茶上市了再来买。,2016-2-17 11:29,1,0,0,0,0,0,0
30,景***5,礼盒高大上,2016-2-17 10:40,1,0,0,0,0,0,0
31,姚***彦,太一般了,2016-2-16 9:51,0,0,0,0,0,0,1
32,l***n,挺好 毕竟是品牌,2016-2-15 12:49,0,0,0,0,0,1,0
33,m***n,茶还可以，留言要开票，还没有发票！,2016-2-14 15:21,0,1,0,0,0,1,0
34,北***店,外面盒子是很大，但是里面的东西好小，不过对的起这个价格了，你们的茶叶不错，我喜欢喝，下次送人我得挑大点的。聚划算买的很便宜！ 回复及时，发货快，满意,2016-2-14 12:09,1,1,1,1,0,0,0
