no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,y***a,茶叶包装好，各种标识齐全，是正品。本想拆开拿点试喝的，但因送人的，包装这么好，就不拆了。唯一不足是的商家附送一点试品就好了，这样一些想送人的客户试过后会决定是否再次购买。,2015-6-7 12:29,1,0,0,0,0,1,1
1,w***8,老顾客了，现在喝龙井都认准卢正浩了，印象里龙井就是卢正浩，卢正浩即龙井，好茶，值得推荐！,2015-6-7 12:13,0,0,0,0,0,1,0
2,e***应,不错，打开包装闻了下很香的，口感还不错,2015-6-7 9:40,0,1,0,0,0,0,0
3,电***近,已多次购买，味道都不错，喝完再来,2015-6-7 0:16,0,1,0,0,0,0,0
4,n***m,茶有龙井豆香，有少许叶梗，口感还行吧。,2015-6-6 23:30,0,1,0,0,0,0,1
5,t***0,好评了好评了好评了,2015-6-6 21:27,0,0,0,0,0,0,0
6,q***n,物流慢，4天才到,2015-6-6 20:17,0,0,0,0,1,0,1
7,y***0,很好，不错,2015-6-6 19:20,0,0,0,0,0,0,0
8,l***6,叶子有点大，色、味挺好！,2015-6-6 18:51,0,1,0,0,0,0,1
9,l***0,味道好！品相可以！回甘不错！,2015-6-6 18:26,0,1,0,0,0,0,0
10,牛***韵,没有想象的好,2015-6-6 16:42,0,0,0,0,0,0,1
11,胡***3,不错哈还有筷子，茶叶也好，,2015-6-6 16:35,0,1,0,0,0,1,0
12,我***淘,老客户了，一直都很喝好喝,2015-6-6 16:28,0,1,0,0,0,0,0
13,g***1,买来后一直没喝，今天泡了一杯还好。 好,2015-6-6 12:27,0,1,0,0,0,0,0
14,l***8,老顾客了，茶叶买来送老丈人，蛮好。就是还没有收货就有骗子打电话说快递出车祸要退款。还好老人没有被骗。希望店家下次不要再泄露我们买家的信息了。 蛮好,2015-6-6 11:30,0,0,0,0,0,1,1
15,尼***4,确实不错，喝完再买。,2015-6-6 11:30,0,0,0,0,0,0,0
16,风***乖,老客户了，一如既往的好，味道好、物美价廉、性价比高，每年都是固定卢正浩的龙井，一直从明前喝到11月份。遗憾的就是没有收到赠品，也许卖家不重视老客户吧。,2015-6-6 10:52,0,1,1,0,0,1,1
17,h***8,味道还算可以吧。,2015-6-6 10:21,0,1,0,0,0,0,0
18,心***3,好评！味道不错！但是比上次买的特级味道差点。下次特级做广告再买点！,2015-6-6 10:16,0,1,0,0,0,0,0
19,f***6,卢正浩西湖龙井，名副其实，物美价廉。茶叶口感很好，现在已经喝上瘾了，以后就认准你了^_^,2015-6-6 10:04,0,1,1,0,0,0,0
