no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
0,李***5,包装很高大上,2015-3-16 20:37,1,0,0,0,0,0,0
1,牧***8,茶叶是买来送人的，这家店真心不错，用来送人也很放心！ 服务态度很好，表扬一下小雨哦！,2015-3-12 20:38,0,0,0,1,0,1,0
2,贺***峰,已经在这里买过N次茶叶了，非常满意。,2015-3-6 8:13,0,0,0,0,0,0,0
3,微***6,满意。茶不错，快递很快，赠品也很好，谢谢。,2015-3-4 19:21,0,1,0,0,1,1,0
4,嵇***0,东西收到，很好，去年买过，送长辈可以呢。,2015-2-16 8:38,0,1,0,0,0,0,0
5,t***6,多次在这儿购买了,2015-2-9 18:33,0,0,0,0,0,0,0
6,d***1,挺好,2014-12-15 16:05,0,0,0,0,0,0,0
7,s***1,一直喝他们家的茶叶，这次特意买来几盒送朋友，非常不错！,2015-11-2 9:56,0,0,0,0,0,0,0
8,h***p,礼盒不错,2015-10-11 8:33,1,0,0,0,0,0,0
9,s***3,一如既往的好！已经买了很多次了,2015-9-27 20:50,0,0,0,0,0,0,0
10,z***7,,2015-9-22 19:42,0,0,0,0,0,0,0
11,长***0,物流挺快的，东西还不错，客服态度可以 很好,2015-6-25 12:13,0,1,0,1,1,0,0
12,两***啤,茶叶不错，自身包装盒外面又加了一个包装盒。快递过来也很快，因为一直最近工作比较忙只是先确实了收货。赞一下。 贡羽服务也很棒。,2015-6-12 23:03,0,1,0,1,1,0,0
13,l***9,礼盒不大，还可以吧！,2015-6-8 15:20,1,0,0,0,0,0,2
14,c***7,一般,2015-6-8 8:04,0,0,0,0,0,0,2
15,购***徒,盒子不大，茶叶还没喝，包装尚可,2015-6-3 14:03,1,1,0,0,0,0,2
16,w***g,快递很快..卖家态度也好，好评,2015-5-21 13:53,0,0,0,0,0,0,0
17,孤***子,,2015-4-28 15:01,0,0,0,0,0,0,0
18,q***6,不错,2015-4-23 19:15,0,0,0,0,0,0,0
19,z***1,该产品，口感很好，值得购买，过些天再买点儿送朋友！,2015-4-21 15:37,0,1,0,0,0,0,0
20,橙***8,快递到了也没电话！直接放在门卫室就完了！包裹也开了个大口！还好礼盒包装没动！  发货单上（赠sp12102700005)是什么东东？包裹好像没有！  真心失望！差评！,2015-4-19 19:31,1,0,0,0,1,0,1
21,森***0,好,2015-4-19 17:26,0,0,0,0,0,0,0
22,m***d,第二次购买了，很好,2015-4-17 10:43,0,0,0,0,0,0,0
23,诚***道,已经不是第一次够买了，最纯正的龙井专卖！浓厚，清香，唇齿留香！礼盒送人，简易包自己喝！,2015-4-15 19:22,1,1,0,0,0,0,0
24,s***s,不错，去年的茶，味道也不错。今年新茶，等不及了，先喝着吧,2015-3-22 15:40,0,1,0,0,0,0,0
25,l***a,good,2015-3-19 16:05,0,0,0,0,0,0,0
26,o***3,一直在这里买，不错,2015-3-17 0:03,0,0,0,0,0,0,0
27,不***根,发货迅速，外观大气，送人的，味道不知道。 服务周到,2016-6-13 17:07,1,0,0,1,0,0,0
28,l***1,味道跟想象当中有区别,2016-5-15 23:40,0,1,0,0,0,0,1
29,2***涛,卢正浩公司的所有客服服务态度和工作效率 无可挑剔 虽然我两次买茶叶最终退货 但是都是申通的原因 劝大家不要用申通 简直乱搞 中午十点派件晚上还没送来 送来了也不说下直接扔给门卫 关键也不久业务员号码 留个固定号码 还有上门取件中午打的电话整整等了半天下午六点多才来 主要还是因为我中途多次催以及投诉才来的 然后半斤茶叶收我12元 这明显是因为我投诉故意的乱收 胆子真大 申通是我遇到最差的物流 最后备注我的城市是南京 我也在市区 对了 要是物流可以打负的我绝对打负的分,2016-5-3 11:43,0,0,0,1,1,0,1
30,f***z,这次购物有点不爽，发错货。不过沟通后还算不错，希望以后不要这样,2016-3-18 11:39,0,0,0,1,0,0,1
31,不***气,物流很给力哦！,2016-2-29 22:19,0,0,0,0,1,0,0
32,r***3,也是服了气了，今天刚从外地回来，回家就看到老妈代收的东西，我买的那一款涨价了，你们就发这一款价格相当的？真是枉我一直在你家买茶叶，也就是看在快过年了，心疼你们的客服，懒得退了，这种服务质量真心是不想干了？看看照片，你们给我发的哪一款，我付账的又是哪一款！真是过年添堵！,2016-2-5 22:23,0,1,0,1,0,0,1
33,阿***肥,包装不错，茶叶还没喝。但是物流太慢，到广东花了十天。申通真的很不行。,2016-2-4 13:11,1,0,0,0,1,0,0
34,r***2,包装很精致，塑封的，礼袋的颜色略显不搭，望改进。,2016-2-2 19:36,1,0,0,0,0,0,1
35,p***a,不错，挺漂亮的外观,2016-1-31 12:47,1,0,0,0,0,0,0
